CATEGORY,NAME,NUMBER,LABEL,BASE RESPONDEN
VOTER EDUCATION NEEDS,SMQ49a_NEW,24a,"(Rank 1) I will show you 10 statements related to criteria generally used as consideration in choosing a candidate for GOVERNOR/MAYOR/DISTRICT CHIEF. Please give your ranking to all of the 10 criteria, where ranking 1 is for a criteria that you feel most important up to ranking 10 for a criteria you feel is least important.",Base : Responden yang pernah mendengar nama lembaga Gubernur atau Bupati/Walikota (n : xx)
VOTER EDUCATION NEEDS,SMQ49b_NEW,24b,"(Rank 2) I will show you 10 statements related to criteria generally used as consideration in choosing a candidate for GOVERNOR/MAYOR/DISTRICT CHIEF. Please give your ranking to all of the 10 criteria, where ranking 1 is for a criteria that you feel most important up to ranking 10 for a criteria you feel is least important.",Base : Responden yang pernah mendengar nama lembaga Gubernur atau Bupati/Walikota (n : xx)
VOTER EDUCATION NEEDS,SMQ49c_NEW,24c,"(Rank 3) I will show you 10 statements related to criteria generally used as consideration in choosing a candidate for GOVERNOR/MAYOR/DISTRICT CHIEF. Please give your ranking to all of the 10 criteria, where ranking 1 is for a criteria that you feel most important up to ranking 10 for a criteria you feel is least important.",Base : Responden yang pernah mendengar nama lembaga Gubernur atau Bupati/Walikota (n : xx)
VOTER EDUCATION NEEDS,SMQ49d_NEW,24d,"(Rank 4) I will show you 10 statements related to criteria generally used as consideration in choosing a candidate for GOVERNOR/MAYOR/DISTRICT CHIEF. Please give your ranking to all of the 10 criteria, where ranking 1 is for a criteria that you feel most important up to ranking 10 for a criteria you feel is least important.",Base : Responden yang pernah mendengar nama lembaga Gubernur atau Bupati/Walikota (n : xx)
VOTER EDUCATION NEEDS,SMQ49e_NEW,24e,"(Rank 5) I will show you 10 statements related to criteria generally used as consideration in choosing a candidate for GOVERNOR/MAYOR/DISTRICT CHIEF. Please give your ranking to all of the 10 criteria, where ranking 1 is for a criteria that you feel most important up to ranking 10 for a criteria you feel is least important.",Base : Responden yang pernah mendengar nama lembaga Gubernur atau Bupati/Walikota (n : xx)
VOTER EDUCATION NEEDS,SMQ49f_NEW,24f,"(Rank 6) I will show you 10 statements related to criteria generally used as consideration in choosing a candidate for GOVERNOR/MAYOR/DISTRICT CHIEF. Please give your ranking to all of the 10 criteria, where ranking 1 is for a criteria that you feel most important up to ranking 10 for a criteria you feel is least important.",Base : Responden yang pernah mendengar nama lembaga Gubernur atau Bupati/Walikota (n : xx)
VOTER EDUCATION NEEDS,SMQ49g_NEW,24g,"(Rank 7) I will show you 10 statements related to criteria generally used as consideration in choosing a candidate for GOVERNOR/MAYOR/DISTRICT CHIEF. Please give your ranking to all of the 10 criteria, where ranking 1 is for a criteria that you feel most important up to ranking 10 for a criteria you feel is least important.",Base : Responden yang pernah mendengar nama lembaga Gubernur atau Bupati/Walikota (n : xx)
VOTER EDUCATION NEEDS,SMQ49h_NEW,24h,"(Rank 8) I will show you 10 statements related to criteria generally used as consideration in choosing a candidate for GOVERNOR/MAYOR/DISTRICT CHIEF. Please give your ranking to all of the 10 criteria, where ranking 1 is for a criteria that you feel most important up to ranking 10 for a criteria you feel is least important.",Base : Responden yang pernah mendengar nama lembaga Gubernur atau Bupati/Walikota (n : xx)
VOTER EDUCATION NEEDS,SMQ49i_NEW,24i,"(Rank 9) I will show you 10 statements related to criteria generally used as consideration in choosing a candidate for GOVERNOR/MAYOR/DISTRICT CHIEF. Please give your ranking to all of the 10 criteria, where ranking 1 is for a criteria that you feel most important up to ranking 10 for a criteria you feel is least important.",Base : Responden yang pernah mendengar nama lembaga Gubernur atau Bupati/Walikota (n : xx)
VOTER EDUCATION NEEDS,SMQ49j_NEW,24j,"(Rank 10) I will show you 10 statements related to criteria generally used as consideration in choosing a candidate for GOVERNOR/MAYOR/DISTRICT CHIEF. Please give your ranking to all of the 10 criteria, where ranking 1 is for a criteria that you feel most important up to ranking 10 for a criteria you feel is least important.",Base : Responden yang pernah mendengar nama lembaga Gubernur atau Bupati/Walikota (n : xx)
VOTER EDUCATION NEEDS,SSQ69_NEW,25,"In the Presidential Election, did you choose more towards the character/personality of the Presidential Candidate or more towards Programs offered by the Presidential Candidate",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SSQ52,26,"If there were, for example, two candidates who had been nominated for the same political office, both of whom had the same capabilities/qualifications, but one candidate was a man and the other was a woman, which candidate would you vote for?",Base : Responden yang pernah mendengar nama lembaga DPR/DPRD (n : xx)
VOTER EDUCATION NEEDS,SMA53La,27la,Why would you rather have a male representative in the DPR?,Base : Responden yang lebih memilih wakil laki-laki di dalam DPR (n : xx)
VOTER EDUCATION NEEDS,SMA53Lb,27lb,Why would you rather have a male representative in the DPR?,Base : Responden yang lebih memilih wakil laki-laki di dalam DPR (n : xx)
VOTER EDUCATION NEEDS,SMA53Lc,27lc,Why would you rather have a male representative in the DPR?,Base : Responden yang lebih memilih wakil laki-laki di dalam DPR (n : xx)
VOTER EDUCATION NEEDS,SMA53Pa,27pa,Why would you rather have a female representative in the DPR?,Base : Responden yang lebih memilih wakil perempuan di dalam DPR (n : xx)
VOTER EDUCATION NEEDS,SMA53Pb,27pb,Why would you rather have a female representative in the DPR?,Base : Responden yang lebih memilih wakil perempuan di dalam DPR (n : xx)
VOTER EDUCATION NEEDS,SMA53Pc,27pc,Why would you rather have a female representative in the DPR?,Base : Responden yang lebih memilih wakil perempuan di dalam DPR (n : xx)
VOTER EDUCATION NEEDS,SSQ65_NEW,28,"In your opinion, when participating in a General Election, should a married woman make her own choice even if it is different from that of her husband's, or should she follow her husband's choice?",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SSQ54,29,"Are you willing to choose a disabled candidate, that is a candidate who is blind, a candidate who has limited mobility, or a candidate who is deaf, or a candidate who is mute?",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SMA55Ya,30ya,Why are you willing to vote for a candidate with disabilities?,Base : Responden yang bersedia memilih calon yang difabel (n : xx)
VOTER EDUCATION NEEDS,SMA55Yb,30yb,Why are you willing to vote for a candidate with disabilities?,Base : Responden yang bersedia memilih calon yang difabel (n : xx)
VOTER EDUCATION NEEDS,SMA55Yc,30yc,Why are you willing to vote for a candidate with disabilities?,Base : Responden yang bersedia memilih calon yang difabel (n : xx)
VOTER EDUCATION NEEDS,SMA55Ta,30ta,Why are you NOT willing to vote for a candidate with disabilities?,Base : Responden yang tidak bersedia memilih calon yang difabel (n : xx)
VOTER EDUCATION NEEDS,SMA55Tb,30tb,Why are you NOT willing to vote for a candidate with disabilities?,Base : Responden yang tidak bersedia memilih calon yang difabel (n : xx)
VOTER EDUCATION NEEDS,SMA55Tc,30tc,Why are you NOT willing to vote for a candidate with disabilities?,Base : Responden yang tidak bersedia memilih calon yang difabel (n : xx)
VOTER EDUCATION NEEDS,SSQ66_NEW,31,"When it comes to membership in and preference towards political parties, which statement reflects best your case/position?",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SSQ67_NEW,32,"In the next General Election/Regional Election, will you consider to donate money for the campaign team of a candidate to support the candidate's campaign or will you not donate?",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SSQ68_NEW,33,"Could the people in where you live freely discuss their choice of political party or their candidate?",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SSQ170_NEW,34,"Towards Presidential Election, we often hear the term black campaign, which is a campaign that is done by one ofthe presidential candidate or its campaign team that talks about the faults/shortcomings of the other presidential candidate based on incorrect information (lies). From the statements below, which statement best corresponds with your opinion?",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SSQ56,35,"Have you ever seen a person or party acting as an Independent Monitor at a General/Regional Election; that is a person or organization which does not represent a political party, candidate or oversight committee, and which is tasked with ensuring that the General/Regional Election is held in a free and fair manner?",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SMA57a,36a,"According to your understanding, what is the role of an Independent Monitor Body?",Base : Responden yang pernah melihat Pemantau Independen (n : xx)
VOTER EDUCATION NEEDS,SMA57b,36b,"According to your understanding, what is the role of an Independent Monitor Body?",Base : Responden yang pernah melihat Pemantau Independen (n : xx)
VOTER EDUCATION NEEDS,SMA57c,36c,"According to your understanding, what is the role of an Independent Monitor Body?",Base : Responden yang pernah melihat Pemantau Independen (n : xx)
VOTER EDUCATION NEEDS,SMA57d,36d,"According to your understanding, what is the role of an Independent Monitor Body?",Base : Responden yang pernah melihat Pemantau Independen (n : xx)
VOTER EDUCATION NEEDS,SMQ140a_NEW,38a,"What degree of interest do you have in participating in voluntarily monitoring the elections, without any compensation or payment?",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SMQ140b_NEW,38b,"What degree of interest do you have in participating in monitoring the elections, if you are paid?",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SSQ58,37,"There is a group of Independent Monitor Bodies who will observe and monitor every process of General Election/Regional Election and inform of any breaches to the public. Does the existence of Indepent Monitor body give higher confidence, a little bit or not at all that General Election will be free, clean and fair?",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SMA59a_BASE,33a,"To find information about the upcoming 2014 election, where did you MOST LIKE to get this information?",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SMA59b_BASE,33b,"To find information about the upcoming 2014 election, where did you MOST LIKE to get this information?",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SMA59a_NEW,39a,"There are several sources of information about the July 2014 Presidential Election for voters. Which source of information did you most often use to get information about the July 2014 Presidential Election?",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SMA59b_NEW,39b,"There are several sources of information about the July 2014 Presidential Election for voters. Which source of information did you most often use to get information about the July 2014 Presidential Election?",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SMQ60a,40a,(KPU/KPUD (General Election Commission)) Have you ever heard of this institution?,Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SMQ60b,40b,(Bawaslu/Panwaslu (Election Monitoring Body)) Have you ever heard of this institution?,Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SMQ61a,41a,"How high is your level of confidence towards KPU/KPUD (General Election Commission) as a source of information about the General Election/Regional Election? Please give your opinion using the scale of 0-10 where 0 is to show that you do not trust very highly and 10 means that you trust very highly.",Base : Responden yang pernah mendengar nama lembaga KPU/KPUD (n : xx)
VOTER EDUCATION NEEDS,SMQ61b,41b,"How high is your level of confidence towards Bawaslu/Panwaslu (Election Monitoring Body) as a source of information about the General Election/Regional Election? Please give your opinion using the scale of 0-10 where 0 is to show that you do not trust very highly and 10 means that you trust very highly.",Base : Responden yang pernah mendengar nama lembaga Bawaslu/Panwaslu (n : xx)
VOTER EDUCATION NEEDS,SMQ61c,41c,"How high is your level of confidence towards Head of Village/Lurah/Head of RW/Head of RT as a source of information about the General Election/Regional Election? Please give your opinion using the scale of 0-10 where 0 is to show that you do not trust very highly and 10 means that you trust very highly.",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SMQ61d,41d,"How high is your level of confidence towards Religious leader or institution as a source of information about the General Election/Regional Election? Please give your opinion using the scale of 0-10 where 0 is to show that you do not trust very highly and 10 means that you trust very highly.",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SMQ61e,41e,"How high is your level of confidence towards NGO/Community organizations/Universities as a source of information about the General Election/Regional Election? Please give your opinion using the scale of 0-10 where 0 is to show that you do not trust very highly and 10 means that you trust very highly.",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SMQ61f,41f,"How high is your level of confidence towards Media (TV, radio, newspaper, tabloid/magazines, internet) as a source of information about the General Election/Regional Election? Please give your opinion using the scale of 0-10 where 0 is to show that you do not trust very highly and 10 means that you trust very highly.",Base : Semua responden (n : xx)
VOTER EDUCATION NEEDS,SMQ61g,41g,"How high is your level of confidence towards Political party, candidate or campaign team of a candidate as a source of information about the General Election/Regional Election? Please give your opinion using the scale of 0-10 where 0 is to show that you do not trust very highly and 10 means that you trust very highly.",Base : Semua responden (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ71_BASE,37,Are you registered for the 2014 election?,Base : Semua responden (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ71Aa_NEW,42aa,Were you registered for the 2014 Legislative elections?,Base : Semua responden (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ71Ab_NEW,43ab,How did you know you were registered for the 2014 Legislative elections?,Base : Responden yang tahu kalau namanya terdaftar atau tidak (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ71Ba_NEW,42ba,Were you registered for the 2014 Presidential elections?,Base : Semua responden (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ71Bb_NEW,43bb,How did you know you were registered for the 2014 Presidential elections?,Base : Responden yang tahu kalau namanya terdaftar atau tidak (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ72_BASE,38,Do you know whether you're registered for the 2014 election?,Base : Responden yang tahu kalau namanya terdaftar atau tidak (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMA74a,44a,Why didn’t you check your name in the electoral roll on Legislative Election 2014 or Presidential Election 2014?,Base : Responden yang tahu kalau namanya terdaftar atau tidak bukan karena memeriksa Daftar Pemilih (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMA74b,44b,Why didn’t you check your name in the electoral roll on Legislative Election 2014 or Presidential Election 2014?,Base : Responden yang tahu kalau namanya terdaftar atau tidak bukan karena memeriksa Daftar Pemilih (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMA74c,44c,Why didn’t you check your name in the electoral roll on Legislative Election 2014 or Presidential Election 2014?,Base : Responden yang tahu kalau namanya terdaftar atau tidak bukan karena memeriksa Daftar Pemilih (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMA75a,45a,Who gave you the information on whether your name was registered in the electoral roll or not?,Base : Responden yang tahu kalau namanya terdaftar atau tidak dari orang lain (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMA75b,45b,Who gave you the information on whether your name was registered in the electoral roll or not?,Base : Responden yang tahu kalau namanya terdaftar atau tidak dari orang lain (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMA75c,45c,Who gave you the information on whether your name was registered in the electoral roll or not?,Base : Responden yang tahu kalau namanya terdaftar atau tidak dari orang lain (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ76,46,Did you report/find out why your name was not registered on the Legislative Election 2014 and/or Presidential Election 2014?,Base : Responden yang namanya tidak terdaftar pada Daftar Pemilih (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMA77a,47a,Why didn't you report/find out why your name was not registered on the Legislative Election 2014 and/or Presidential Election 2014?,Base : Responden yang tidak menanyakan ketiadaan namanya pada Daftar Pemilih (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMA77b,47b,Why didn't you report/find out why your name was not registered on the Legislative Election 2014 and/or Presidential Election 2014?,Base : Responden yang tidak menanyakan ketiadaan namanya pada Daftar Pemilih (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMA77c,47c,Why didn't you report/find out why your name was not registered on the Legislative Election 2014 and/or Presidential Election 2014?,Base : Responden yang tidak menanyakan ketiadaan namanya pada Daftar Pemilih (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ85,48,"If you are not registered in the Electoral Roll, in your opinion, are you able to use your ID card (ID, Family Card) to participate in an election?",Base : Semua responden (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ86,49,"If, for example, you don’t receive an invitation to a polling station but your name is registered on the Electoral Roll, do you think that you are entitled to vote in an election, or not?",Base : Semua responden (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMA87a,50a,"In your opinion, who is responsible for registering the voters?",Base : Semua responden (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMA87b,50b,"In your opinion, who is responsible for registering the voters?",Base : Semua responden (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMA87c,50c,"In your opinion, who is responsible for registering the voters?",Base : Semua responden (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMA88a,51a,"In your opinion, where can you check out the electoral roll?",Base : Semua responden (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMA88b,51b,"In your opinion, where can you check out the electoral roll?",Base : Semua responden (n : xx)
"VOTER UNDERSTANDING, PERCEPTION AND PRACTICES",SMA88c,51c,"In your opinion, where can you check out the electoral roll?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SSQ101_BASE,55,"Have you ever heard of/seen certain candidate/political party/campaign team who offers money/goods/services to community members where you live with the intention of influencing the choice of those community members during the election?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ101A_NEW,52a,"Have you ever heard of/seen certain candidate/political party/campaign team who offers money/goods/services to community members where you live with the intention of influencing the choice of those community members during the April 2014 Legislative election?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ101B_NEW,52b,"Have you ever heard of/seen certain candidate/political party/campaign team who offers money/goods/services to community members where you live with the intention of influencing the choice of those community members during the July 2014 Presidential election?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ102a_BASE,56a,"(Money) Regardless of the value, have you or your family been OFFERED this item by certain candidates or political parties?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ102b_BASE,56b,"(Basic commodities/food/beverages) Regardless of the value, have you or your family been OFFERED this item by certain candidates or political parties?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ102c_BASE,56c,"(T-shirt/clothes/sarong/head scarfs) Regardless of the value, have you or your family been OFFERED this item by certain candidates or political parties?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ102d_BASE,58d,"(Shopping Voucher) Regardless of the value, have you or your family been OFFERED this item by certain candidates or political parties?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ102a_NEW,53a,"(Money) Regardless of the value, have you or your family been OFFERED with the following items by certain candidates or political parties during the April 2014 Legislative Election?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ102b_NEW,53b,"(Basic commodities/food/beverages) Regardless of the value, have you or your family been OFFERED with the following items by certain candidates or political parties during the April 2014 Legislative Election?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ102c_NEW,53c,"(T-shirt/clothes/sarong/head scarfs) Regardless of the value, have you or your family been OFFERED with the following items by certain candidates or political parties during the April 2014 Legislative Election?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ102d_NEW,53d,"(Shopping Voucher) Regardless of the value, have you or your family been OFFERED with the following items by certain candidates or political parties during the April 2014 Legislative Election?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ103a_NEW,54a,"(Money) Untuk setiap uang/barang/jasa yang DIBERIKAN kepada B/I/S atau keluarga selama Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014, apakah B/I/S atau keluarga MENERIMA tawaran tersebut, atau tidak?",Base : Responden yang pernah ditawari uang selama (n : xx) Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ103b_NEW,54b,"(Basic commodities/food/beverages) Untuk setiap uang/barang/jasa yang DIBERIKAN kepada B/I/S atau keluarga selama Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014, apakah B/I/S atau keluarga MENERIMA tawaran tersebut, atau tidak?",Base : Responden yang pernah ditawari Sembako/makanan/minuman selama (n : xx) Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ103c_NEW,54c,"(T-shirt/clothes/sarong/head scarfs) Untuk setiap uang/barang/jasa yang DIBERIKAN kepada B/I/S atau keluarga selama Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014, apakah B/I/S atau keluarga MENERIMA tawaran tersebut, atau tidak?",Base : Responden yang pernah ditawari Kaos/baju/sarung/kerudung selama (n : xx) Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ103d_NEW,54d,"(Shopping Voucher) Untuk setiap uang/barang/jasa yang DIBERIKAN kepada B/I/S atau keluarga selama Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014, apakah B/I/S atau keluarga MENERIMA tawaran tersebut, atau tidak?",Base : Responden yang pernah ditawari Voucher/kupon selama (n : xx) Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD di April 2014
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ122a_NEW,55a,"(Money) Tanpa mempertimbangkan nilainya, apakah B/I/S atau keluarga juga pernah DITAWARI/DIBERI masing-masing hal di bawah ini dari calon/partai politik/tim sukses tertentu selama Pilpres (Pemilihan Presiden) di Juli 2014 atau tidak?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ122b_NEW,55b,"(Basic commodities/food/beverages) Tanpa mempertimbangkan nilainya, apakah B/I/S atau keluarga juga pernah DITAWARI/DIBERI masing-masing hal di bawah ini dari calon/partai politik/tim sukses tertentu selama Pilpres (Pemilihan Presiden) di Juli 2014 atau tidak?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ122c_NEW,55c,"(T-shirt/clothes/sarong/head scarfs) Tanpa mempertimbangkan nilainya, apakah B/I/S atau keluarga juga pernah DITAWARI/DIBERI masing-masing hal di bawah ini dari calon/partai politik/tim sukses tertentu selama Pilpres (Pemilihan Presiden) di Juli 2014 atau tidak?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ122d_NEW,55d,"(Shopping Voucher) Tanpa mempertimbangkan nilainya, apakah B/I/S atau keluarga juga pernah DITAWARI/DIBERI masing-masing hal di bawah ini dari calon/partai politik/tim sukses tertentu selama Pilpres (Pemilihan Presiden) di Juli 2014 atau tidak?",Base : Semua responden (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ124a_NEW,56a,"(Money) Untuk setiap uang/barang/jasa yang DIBERIKAN kepada B/I/S atau keluarga selama Pilpres (Pemilihan Presiden) pada Juli 2014, apakah B/I/S atau keluarga MENERIMA tawaran tersebut, atau tidak?",Base : Responden yang pernah ditawari uang selama Pilpres (Pemilihan Presiden) pada Juli 2014 (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ124b_NEW,56b,"(Basic commodities/food/beverages) Untuk setiap uang/barang/jasa yang DIBERIKAN kepada B/I/S atau keluarga selama Pilpres (Pemilihan Presiden) pada Juli 2014, apakah B/I/S atau keluarga MENERIMA tawaran tersebut, atau tidak?",Base : Responden yang pernah ditawari Sembako/makanan/minuman selama Pilpres (Pemilihan Presiden) pada Juli 2014 (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ124c_NEW,56c,"(T-shirt/clothes/sarong/head scarfs) Untuk setiap uang/barang/jasa yang DIBERIKAN kepada B/I/S atau keluarga selama Pilpres (Pemilihan Presiden) pada Juli 2014, apakah B/I/S atau keluarga MENERIMA tawaran tersebut, atau tidak?",Base : Responden yang pernah ditawari Kaos/baju/sarung/kerudung selama Pilpres (Pemilihan Presiden) pada Juli 2014 (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ124d_NEW,56d,"(Shopping Voucher) Untuk setiap uang/barang/jasa yang DIBERIKAN kepada B/I/S atau keluarga selama Pilpres (Pemilihan Presiden) pada Juli 2014, apakah B/I/S atau keluarga MENERIMA tawaran tersebut, atau tidak?",Base : Responden yang pernah ditawari Voucher/kupon selama Pilpres (Pemilihan Presiden) pada Juli 2014 (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ104a_BASE,58a,"(Money) Misalnya B/I/S ditawari hal-hal di bawah ini dan pihak calon/partai politik/tim sukses dan mereka tidak melakukan pemaksaan/intimidasi kepada B/I/S supaya memilih calon tersebut, apakah B/I/S akan menerimanya atau tidak?",Base : Responden yang tidak pernah ditawari uang selama Pemilu atau Pemilukada (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ104b_BASE,58b,"(Basic commodities/food/beverages) Misalnya B/I/S ditawari hal-hal di bawah ini dan pihak calon/partai politik/tim sukses dan mereka tidak melakukan pemaksaan/intimidasi kepada B/I/S supaya memilih calon tersebut, apakah B/I/S akan menerimanya atau tidak?",Base : Responden yang tidak pernah ditawari Sembako/makanan/minuman selama Pemilu atau Pemilukada (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ104c_BASE,58c,"(T-shirt/clothes/sarong/head scarfs) Misalnya B/I/S ditawari hal-hal di bawah ini dan pihak calon/partai politik/tim sukses dan mereka tidak melakukan pemaksaan/intimidasi kepada B/I/S supaya memilih calon tersebut, apakah B/I/S akan menerimanya atau tidak?",Base : Responden yang tidak pernah ditawari Kaos/baju/sarung/kerudung selama Pemilu atau Pemilukada (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ104d_BASE,56d,"(Shopping Voucher) Misalnya B/I/S ditawari hal-hal di bawah ini dan pihak calon/partai politik/tim sukses dan mereka tidak melakukan pemaksaan/intimidasi kepada B/I/S supaya memilih calon tersebut, apakah B/I/S akan menerimanya atau tidak?",Base : Responden yang tidak pernah ditawari Pemilu atau Pemilukada (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ104a_NEW,57a,"(Money) Misalnya B/I/S ditawari hal-hal di bawah ini dan pihak calon/partai politik/tim sukses dan mereka tidak melakukan pemaksaan/intimidasi kepada B/I/S supaya memilih calon tersebut, apakah B/I/S akan menerimanya atau tidak?",Base : Responden yang tidak pernah ditawari uang selama Pilpres (Pemilihan Presiden) atau Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD pada Juli 2014 (n : xx)
"POLITICAL MONEY UNDERSTANDING, PERCEPTION AND PRACTICES",SMQ104b_NEW,57b,"(Basic commodities/food/beverages) Misalnya B/I/S ditawari hal-hal di bawah ini dan pihak calon/partai politik/tim sukses dan mereka tidak melakukan pemaksaan/intimidasi kepada B/I/S supaya memilih calon tersebut, apakah B/I/S akan menerimanya",Base : Responden yang tidak pernah ditawari Sembako/makanan/minuman selama Pilpres (Pemilihan Presiden) atau Pileg/Pemilihan Legislatif/Pemilihan DPR & DPD pada Juli 2014 (n : xx)
